,bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1_thisRepN,bdm_loop1_thisTrialN,bdm_loop1_thisN,bdm_loop1_thisIndex,binary1_thisRepN,binary1_thisTrialN,binary1_thisN,binary1_thisIndex,practice_loop_thisRepN,practice_loop_thisTrialN,practice_loop_thisN,practice_loop_thisIndex,block_loop_thisRepN,block_loop_thisTrialN,block_loop_thisN,block_loop_thisIndex,outcome_loop_thisRepN,outcome_loop_thisTrialN,outcome_loop_thisN,outcome_loop_thisIndex,bdm_loop2_thisRepN,bdm_loop2_thisTrialN,bdm_loop2_thisN,bdm_loop2_thisIndex,binary2_thisRepN,binary2_thisTrialN,binary2_thisN,binary2_thisIndex,instr_main_resp_keys,instr_main_resp_rt,instr_bdm1_resp_keys,instr_bdm1_resp_rt,bdm_bid1_response,bdm_bid1_rt,instr_choice1_resp_keys,instr_choice1_resp_rt,key_resp_choice1_keys,key_resp_choice1_rt,confidence_rating1_response,confidence_rating1_rt,instr_infer_intro_resp_keys,instr_infer_intro_resp_rt,instr_infer_practice_resp_keys,instr_infer_practice_resp_rt,set_outcome_outcm_img,instr_infer_resp_keys,instr_infer_resp_rt,infer_resp_keys,infer_resp_rt,rest_prompt_resp_keys,rest_prompt_resp_rt,correct_counter,incorrect_counter,instr_bdm2_resp_keys,instr_bdm2_resp_rt,bdm_bid2_response,bdm_bid2_rt,instr_choice2_resp_keys,instr_choice2_resp_rt,key_resp_choice2_keys,key_resp_choice2_rt,confidence_rating2_response,confidence_rating2_rt,auction_win_item,auction_price,auction_bid,auction_rand_itm_img,score_base,score_rwrd,score_loss,score_final_pymt,date,frameRate,expName,session,participant,Unnamed: 83,chosen,unchosen,bdm_bid_response_zscore,chosen_bid,chosen_bid_zscore,unchosen_bid,unchosen_bid_zscore,choice_dv,choice_dv_zscore,choice_dv_left_minus_right,choice_dv_zscore_left_minus_right,left_chosen,confidence_rating_response_zscore,key_resp_choice_rt_zscore,pair_rep,response_correct,feedback_correct,reward,feedback_correct_sum,feedback_wrong_sum,feedback_correct_sum_diff,learning_trial,interference,infer_resp_rt_zscore,correct_bid,correct_bid_zscore,wrong_bid,wrong_bid_zscore,inf_bid_dv,inf_bid_dv_zscore,choice_correct_congruence,conf_correct_on_left,conf_correct_on_left_zscore,conf_correct_on_right,conf_correct_on_right_zscore,chc_correct_on_left_rt,chc_correct_on_left_rt_zscore,chc_correct_on_right_rt,chc_correct_on_right_rt_zscore,conf_mean_zscore,chc_rt_mean_zscore,pairID,choice_presentation,left_chosen_firstpres,right_chosen_secondpres,correct_on_left,infer_response_left
1,,,,1-smarties_cookies.png,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,left,1.86476046537,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,-0.0565005404836,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,1.0,1.0
2,,,,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,1-smarties_cookies.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,21-nakd_banana_crunch.png,,,right,1.02580327947,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,-0.528703196571,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,0.0,0.0
3,,,,1-smarties_cookies.png,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,left,1.51841477059,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0,31.0,-0.251439399996,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,1.0,1.0
4,,,,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,1-smarties_cookies.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,right,0.666082141725,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,44.0,7.0,-0.731170354071,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,0.0,0.0
5,,,,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,1-smarties_cookies.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,91.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,right,8.36436446532,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,3.0,1.0,2.0,91.0,46.0,3.60176751404,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,0.0,0.0
6,,,,1-smarties_cookies.png,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,129.0,129.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,left,1.22523337463,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,4.0,1.0,3.0,129.0,37.0,-0.416455012491,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,1.0,1.0
7,,,,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,1-smarties_cookies.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,138.0,138.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,right,1.93133233414,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,5.0,1.0,4.0,138.0,8.0,-0.0190309129719,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,0.0,0.0
8,,,,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,1-smarties_cookies.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,145.0,145.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,right,1.15882996303,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,8.0,1.0,1.0,1.0,6.0,1.0,5.0,145.0,6.0,-0.453829824767,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,0.0,0.0
9,,,,1-smarties_cookies.png,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,164.0,164.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,left,0.799220850695,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,9.0,1.0,1.0,1.0,7.0,1.0,6.0,164.0,18.0,-0.656233929352,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,1.0,1.0
10,,,,1-smarties_cookies.png,1-smarties_cookies.png,21-nakd_banana_crunch.png,21-nakd_banana_crunch.png,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,178.0,178.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,1-smarties_cookies.png,,,left,0.692665967323,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_13_0801,75.0836408029,infer_design1,1,P1,,,,,,,,,,,,,,,,10.0,1.0,1.0,1.0,8.0,1.0,7.0,178.0,13.0,-0.716207787128,1.86,1.50105185526,0.66,-0.158332968611,1.2,1.65938482388,2.0,3.5,-1.57133343954,6.0,0.899316622627,1.69158119258,-0.201683144638,0.759255436096,-0.890344369814,-0.336008408454,-0.546013757226,,,,,1.0,1.0
